Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDW58,OUT049,1545.8693738317759
FDW14,OUT017,1251.5701536082483
NCN55,OUT010,584.7577647727272
FDQ58,OUT017,2649.110232432434
FDY38,OUT027,6280.890880000001
FDH56,OUT046,1796.048865648855
FDL48,OUT018,711.0628208695649
FDC48,OUT027,2517.882088484848
FDN33,OUT045,1879.2570116129027
FDA36,OUT017,2752.970934653465
FDT44,OUT017,1796.048865648855
FDQ56,OUT045,1296.384578378378
NCC54,OUT019,584.7577647727272
FDU11,OUT049,2041.5211392857152
DRL59,OUT013,711.0628208695649
FDM24,OUT049,2286.413267368423
FDI57,OUT045,3130.004904950494
DRC12,OUT018,2893.8398258992797
NCM42,OUT027,3242.062071532848
FDA46,OUT010,482.6995426229506
FDA31,OUT013,2778.589317525773
NCJ31,OUT035,3737.2957751824824
FDG52,OUT046,796.6660672268904
NCL19,OUT019,281.48208181818165
FDS10,OUT035,3384.1080642424236
FDX22,OUT010,584.7577647727272
NCF19,OUT035,796.6660672268904
NCE06,OUT046,2503.5013364485985
DRC27,OUT046,3643.519725984252
FDE21,OUT035,2042.4213960000002
NCR42,OUT019,92.67548155339811
FDX51,OUT018,2893.8398258992797
NCR06,OUT018,507.0464036697247
FDU31,OUT027,5329.314724444446
FDU59,OUT017,2503.5013364485985
FDR03,OUT027,5329.314724444446
FDS49,OUT027,2517.882088484848
FDD48,OUT010,281.48208181818165
NCF18,OUT017,2939.348476190477
NCD43,OUT027,2517.882088484848
NCD54,OUT018,1752.252440000001
FDY19,OUT010,281.48208181818165
NCY54,OUT017,2778.589317525773
NCL19,OUT018,2232.847021848739
FDP23,OUT010,584.7577647727272
FDC26,OUT013,1663.1001128205128
FDR14,OUT010,165.91858165137612
NCS41,OUT035,3384.1080642424236
FDF41,OUT035,3737.2957751824824
FDU34,OUT046,2041.5211392857152
DRH11,OUT046,935.0323883040932
FDM03,OUT013,1461.8437959999992
FDS31,OUT017,3384.1080642424236
FDJ20,OUT017,2137.2403798319324
FDV44,OUT027,5329.314724444446
FDG02,OUT049,2752.970934653465
FDA09,OUT013,3259.562084905661
FDT04,OUT013,507.0464036697247
FDL58,OUT019,584.7577647727272
FDE52,OUT045,1251.5701536082483
FDW12,OUT035,2286.413267368423
FDL51,OUT017,3643.519725984252
NCY42,OUT027,3242.062071532848
FDR07,OUT017,1663.1001128205128
FDN40,OUT045,2286.413267368423
FDB35,OUT027,2517.882088484848
FDA22,OUT017,2286.413267368423
NCL06,OUT046,4034.3003068965495
FDI35,OUT013,3384.1080642424236
NCW42,OUT045,4340.218358415842
NCX06,OUT049,2778.589317525773
FDC37,OUT027,2517.882088484848
FDZ14,OUT018,1752.252440000001
DRG49,OUT049,3454.0625591549297
NCG06,OUT045,4034.3003068965495
DRC36,OUT045,3259.562084905661
FDV21,OUT019,281.48208181818165
FDB53,OUT046,3053.0998777777763
DRP47,OUT019,584.7577647727272
FDA14,OUT013,3053.0998777777763
DRC24,OUT035,2644.477842708334
FDW21,OUT018,1372.688490740741
NCH29,OUT046,1682.2122382352939
FDU58,OUT013,2893.8398258992797
FDY27,OUT017,2552.005235185186
FDV56,OUT035,1682.2122382352939
FDT59,OUT046,3945.4325672131167
FDB23,OUT046,3945.4325672131167
FDR49,OUT045,796.6660672268904
FDB03,OUT010,584.7577647727272
FDN39,OUT045,2453.7477006993004
FDX02,OUT027,5329.314724444446
FDQ16,OUT027,2517.882088484848
FDU35,OUT018,1372.688490740741
NCT29,OUT013,1863.3331344827575
FDZ27,OUT046,796.6660672268904
FDN57,OUT017,2235.530028
FDA03,OUT018,2232.847021848739
FDZ36,OUT045,3384.1080642424236
NCU05,OUT013,1296.384578378378
FDT39,OUT018,2232.847021848739
FDK60,OUT017,1461.8437959999992
FDZ25,OUT017,3053.0998777777763
FDG12,OUT046,2283.6710413793094
DRB01,OUT019,482.6995426229506
NCC43,OUT027,6280.890880000001
FDX13,OUT019,584.7577647727272
FDM22,OUT049,796.6402682539681
FDJ03,OUT027,1378.2631852760742
FDU14,OUT018,3327.9525829268296
FDB33,OUT010,346.8972837209304
FDP27,OUT046,3391.591252727272
FDO38,OUT010,165.91858165137612
FDE28,OUT027,6280.890880000001
FDO27,OUT035,1879.2570116129027
DRL23,OUT027,2517.882088484848
FDS28,OUT046,935.0323883040932
FDX24,OUT013,1251.5701536082483
FDZ02,OUT035,1682.2122382352939
