Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDW58,OUT049,1747.4201156854988
FDW14,OUT017,1426.048267812143
NCN55,OUT010,1600.019532427184
FDQ58,OUT017,2751.4747182119186
FDY38,OUT027,5875.231502264152
FDH56,OUT046,2015.903193664206
FDL48,OUT018,1122.340371921182
FDC48,OUT027,2012.0604609212464
FDN33,OUT045,1690.2010749298936
FDA36,OUT017,3721.549055379854
FDT44,OUT017,1982.4222212534087
FDQ56,OUT045,1428.057002968457
NCC54,OUT019,2033.953511475408
FDU11,OUT049,2122.935113488796
DRL59,OUT013,1122.340371921182
FDM24,OUT049,2649.826622719643
FDI57,OUT045,3739.984415536039
DRC12,OUT018,3679.0354330357372
NCM42,OUT027,2390.2682426647757
FDA46,OUT010,557.9707892116182
FDA31,OUT013,3257.6106680659636
NCJ31,OUT035,3896.548000416972
FDG52,OUT046,1122.340371921182
NCL19,OUT019,1329.798916922027
FDS10,OUT035,3556.9723569751395
FDX22,OUT010,593.6272800000004
NCF19,OUT035,1122.340371921182
NCE06,OUT046,2988.509479518799
DRC27,OUT046,4063.122964462464
FDE21,OUT035,2015.903193664206
NCR42,OUT019,821.7524498334425
FDX51,OUT018,3667.452346748754
NCR06,OUT018,1122.340371921182
FDU31,OUT027,5389.736340889811
FDU59,OUT017,2964.6710576382393
FDR03,OUT027,5388.12329163632
FDS49,OUT027,2011.5735504000006
FDD48,OUT010,1288.564598312235
NCF18,OUT017,3729.7256076303943
NCD43,OUT027,2303.527949327958
NCD54,OUT018,2460.3583531789423
FDY19,OUT010,1288.564598312235
NCY54,OUT017,3270.0883505450233
NCL19,OUT018,2596.0056160044787
FDP23,OUT010,593.6272800000004
FDC26,OUT013,1954.8898346206238
FDR14,OUT010,821.7524498334425
NCS41,OUT035,3711.139200819237
FDF41,OUT035,3895.7709993628637
FDU34,OUT046,2199.775693831351
DRH11,OUT046,1122.340371921182
FDM03,OUT013,1743.6746485889535
FDS31,OUT017,3462.5087315841274
FDJ20,OUT017,2107.23928312932
FDV44,OUT027,5121.962848088936
FDG02,OUT049,3708.6096218246794
FDA09,OUT013,3561.0230771706447
FDT04,OUT013,1122.340371921182
FDL58,OUT019,1736.199667579908
FDE52,OUT045,1495.4960773549008
FDW12,OUT035,2614.228889137055
FDL51,OUT017,3838.5911451418006
NCY42,OUT027,3346.807825038772
FDR07,OUT017,1686.458174922412
FDN40,OUT045,2633.814122437861
FDB35,OUT027,2133.6891595776747
FDA22,OUT017,2973.60698920972
NCL06,OUT046,4923.623369685402
FDI35,OUT013,3599.7515423475957
NCW42,OUT045,3882.648017485258
NCX06,OUT049,3516.2214503501095
FDC37,OUT027,2317.392885353153
FDZ14,OUT018,2107.23928312932
DRG49,OUT049,4063.122964462464
NCG06,OUT045,4795.259296392079
DRC36,OUT045,3312.1045323809467
FDV21,OUT019,1354.9257794717869
FDB53,OUT046,2627.19075784172
DRP47,OUT019,2033.953511475408
FDA14,OUT013,2598.036661281136
DRC24,OUT035,2665.67786891212
FDW21,OUT018,1724.3890316425138
NCH29,OUT046,1690.2010749298936
FDU58,OUT013,3799.7153790141515
FDY27,OUT017,3396.111359615391
FDV56,OUT035,1780.0272798596502
FDT59,OUT046,3955.9019258924977
FDB23,OUT046,3904.707034402715
FDR49,OUT045,1122.340371921182
FDB03,OUT010,1600.019532427184
FDN39,OUT045,3153.441110762606
FDX02,OUT027,5389.736340889811
FDQ16,OUT027,2317.392885353153
FDU35,OUT018,1716.1780047761172
NCT29,OUT013,2110.4171866125694
FDZ27,OUT046,1122.340371921182
FDN57,OUT017,2321.4454606523195
FDA03,OUT018,2596.6037768031188
FDZ36,OUT045,3676.590472518204
NCU05,OUT013,1361.0733450163407
FDT39,OUT018,2598.036661281136
FDK60,OUT017,1685.4808673208988
FDZ25,OUT017,3172.5668004620406
FDG12,OUT046,2118.555401289333
DRB01,OUT019,557.2527704918032
NCC43,OUT027,6047.1684075872345
FDX13,OUT019,2838.503567671007
FDM22,OUT049,1122.340371921182
FDJ03,OUT027,1891.3226953846154
FDU14,OUT018,3910.293752968976
FDB33,OUT010,476.346011976048
FDP27,OUT046,3676.590472518204
FDO38,OUT010,1053.4077728260856
FDE28,OUT027,5875.231502264152
FDO27,OUT035,1690.2010749298936
DRL23,OUT027,2311.51786419753
FDS28,OUT046,1122.340371921182
FDX24,OUT013,1616.0780746902672
FDZ02,OUT035,1690.2010749298936
